City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,vrangel,42.7297,133.0839,-20.08,76,32,7.83,RU,1674556785
277,porto santo,33.072,-16.3415,16.21,63,75,5.66,PT,1674556786
278,cairns,-16.9167,145.7667,26.97,90,40,1.54,AU,1674556787
279,emerald,-23.5333,148.1667,26.86,65,8,6.93,AU,1674556789
280,takoradi,4.8845,-1.7554,29.68,65,7,2.81,GH,1674556791
281,manacapuru,-3.2997,-60.6206,23.36,93,99,1.46,BR,1674556571
282,nchelenge,-9.3451,28.734,25.77,59,76,2.73,ZM,1674556794
283,victoria,22.2855,114.1577,16.03,40,10,5.36,HK,1674556521
284,sabha,27.0377,14.4283,22.79,12,0,6.19,LY,1674556797
285,awjilah,29.1081,21.2869,19.39,30,0,5.56,LY,1674556798
286,san andres,12.5847,-81.7006,27.01,78,20,7.72,CO,1674556800
287,roald,62.5833,6.1333,9.39,81,75,5.66,NO,1674556801
288,longuenesse,50.734,2.2352,2.2,82,14,4.53,FR,1674556803
289,lakselv,70.0513,24.9718,0.9,69,20,18.01,NO,1674556804
290,zaraza,9.3503,-65.3245,21.19,86,96,1.88,VE,1674556805
291,dawei,14.0833,98.2,28.81,41,5,1.07,MM,1674556607
292,ewa beach,21.3156,-158.0072,22.97,79,0,2.06,US,1674556808
293,rovaniemi,66.5,25.7167,-4.33,93,0,2.06,FI,1674556771
294,vardo,70.3705,31.1107,-2.01,74,0,12.35,NO,1674556810
295,saint-leu,-21.15,55.2833,25.48,89,100,1.58,RE,1674556812
296,san quintin,30.4833,-115.95,10.87,42,0,2.43,MX,1674556813
297,raahe,64.6833,24.4833,-0.95,98,29,3.6,FI,1674556814
298,cadillac,44.2519,-85.4012,-3.45,93,100,3.09,US,1674556763
299,ambulu,-8.345,113.6058,26.3,83,75,0.88,ID,1674556818
300,evensk,61.95,159.2333,-13.2,87,100,9.26,RU,1674556819
301,vadinsk,53.6916,43.0574,-5.63,87,78,3.35,RU,1674556820
302,pisco,-13.7,-76.2167,20.03,88,91,4.12,PE,1674556528
303,ratnagiri,16.9833,73.3,24.06,66,3,6.57,IN,1674556823
304,guerrero negro,27.9769,-114.0611,10.42,42,21,1.9,MX,1674556824
305,oltu,40.5498,42.0013,4.83,29,5,1.84,TR,1674556825
306,aklavik,68.2191,-135.0107,-22.42,97,100,4.47,CA,1674556827
307,boa vista,2.8197,-60.6733,21.99,88,0,1.54,BR,1674556828
308,taoudenni,22.6783,-3.9836,22.7,15,0,3.11,ML,1674556829
309,baghdad,33.3406,44.4009,18.13,24,0,3.69,IQ,1674556831
310,gboko,7.3179,8.9951,34.67,21,17,2.08,NG,1674556832
311,sribne,50.6638,32.9187,0.94,55,4,4.02,UA,1674556833
312,carnarvon,-24.8667,113.6333,24.91,77,2,9.44,AU,1674556836
313,issoudun,47.0,1.8333,2.36,87,100,5.66,FR,1674556837
314,ribeira grande,38.5167,-28.7,15.99,88,75,8.23,PT,1674556838
315,casillas,14.4222,-90.2442,15.68,87,9,2.44,GT,1674556840
316,maturin,9.75,-63.1767,19.82,99,70,1.58,VE,1674556841
317,east london,-33.0153,27.9116,26.52,61,0,10.8,ZA,1674556842
318,rio grande,-32.035,-52.0986,25.06,60,0,1.94,BR,1674556844
319,tynda,55.1667,124.7167,-33.1,97,100,1.2,RU,1674556845
320,mikuni,36.2171,136.1519,-4.05,87,100,14.5,JP,1674556846
321,saldanha,-33.0117,17.9442,22.03,65,86,7.96,ZA,1674556848
322,salinopolis,-0.6136,-47.3561,25.53,86,100,4.33,BR,1674556849
323,barreiras,-12.1528,-44.99,23.85,85,50,0.29,BR,1674556850
324,roebourne,-20.7833,117.1333,29.42,69,51,4.63,AU,1674556852
325,magadan,59.5667,150.8,-23.04,74,100,5.64,RU,1674556853
326,christchurch,-43.5333,172.6333,15.18,83,100,4.63,NZ,1674556855
327,lumeje,-11.55,20.7833,25.34,55,100,4.32,AO,1674556857
328,acara,-1.9608,-48.1967,23.44,97,92,1.12,BR,1674556858
329,magnitka,55.3475,59.6961,-8.3,95,95,1.69,RU,1674556859
330,samarai,-10.6167,150.6667,28.4,78,100,5.73,PG,1674556861
331,kruisfontein,-34.0033,24.7314,22.16,44,88,9.95,ZA,1674556863
332,damara,4.9608,18.7035,37.88,9,45,3.65,CF,1674556864
333,ramanathapuram,9.3833,78.8333,27.14,62,100,7.42,IN,1674556867
334,port lincoln,-34.7333,135.8667,16.34,80,0,6.98,AU,1674556870
335,moshny,49.5147,31.7476,1.74,67,73,2.85,UA,1674556871
336,yerbogachen,61.2767,108.0108,-40.63,100,75,0.42,RU,1674556872
337,zitacuaro,19.4372,-100.358,6.52,97,30,1.23,MX,1674556873
338,chapais,49.7834,-74.8492,-6.12,92,100,5.41,CA,1674556875
339,lashio,22.9333,97.75,19.18,33,50,0.61,MM,1674556876
340,cascais,38.6979,-9.4215,10.65,49,0,9.83,PT,1674556877
341,mayumba,-3.432,10.6554,26.95,77,97,1.34,GA,1674556879
342,bronnoysund,65.4625,12.1997,2.0,87,75,2.24,NO,1674556738
343,kolobrzeg,54.1757,15.5834,3.97,74,19,1.47,PL,1674556882
344,conceicao do araguaia,-8.2578,-49.2647,23.88,90,38,1.12,BR,1674556883
345,mirnyy,62.5353,113.9611,-30.09,94,100,1.93,RU,1674556885
346,hovd,48.0056,91.6419,-19.81,75,100,0.78,MN,1674556886
347,kudahuvadhoo,2.6708,72.8944,26.07,81,94,7.51,MV,1674556887
348,husavik,66.0449,-17.3389,2.33,87,82,4.08,IS,1674556889
349,worland,44.0169,-107.9554,-4.36,90,100,2.06,US,1674556891
350,sao filipe,14.8961,-24.4956,21.35,64,8,2.26,CV,1674556893
351,laje,-10.1833,-40.9667,24.8,68,23,1.54,BR,1674556894
352,brae,60.3964,-1.353,9.32,97,100,10.96,GB,1674556896
353,inhambane,-23.865,35.3833,31.01,53,100,6.12,MZ,1674556898
354,tornio,65.8481,24.1466,-4.99,98,78,1.49,FI,1674556900
355,baykit,61.67,96.37,-35.81,98,50,1.49,RU,1674556901
356,hervey bay,-25.2986,152.8535,26.68,77,0,2.68,AU,1674556904
357,borogontsy,62.6683,131.1683,-40.16,97,100,1.88,RU,1674556905
358,half moon bay,37.4636,-122.4286,12.08,54,0,2.57,US,1674556649
359,rafiganj,24.8167,84.65,27.08,29,2,3.29,IN,1674556908
360,hasaki,35.7333,140.8333,2.22,97,65,10.93,JP,1674556909
361,banda aceh,5.5577,95.3222,24.31,87,94,6.57,ID,1674556910
362,dauphin,51.1494,-100.0502,-11.92,85,75,2.57,CA,1674556780
363,singaparna,-7.3515,108.111,24.66,86,91,0.59,ID,1674556913
